Mnemonic,Long Label
JSRT$%@EMG.Q.FGI,"Emerging Markets, Growth Rate, Nominal Retail Sales Index, US$, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 23 out of 53"
M1$@APXGC.Q.FGI,"Asia-Pacific Excluding Greater China, Money Supply M1, Period End, US$, Billions - U.S. Dollar, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 15 out of 36"
MBROAD@EURC.Q.FGBA1,"Europe + CIS (Commonwealth of Independent States), Broad Money Supply, Period End, lcu, Unit - Index, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019"
GDPRE%Q@GCC.Q.FGI,"Gulf Cooperation Council Countries, Real Euro GDP, Growth Rate, Quarter-on-Quarter, SAAR, Unit - Percent change on previous period, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 6 out of 6"
GCRE@GCC.Q.FGI,"Gulf Cooperation Council Countries, Real Government Consumption, euro, Billions - Euro - 2015, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 5 out of 6"
PGDP$%@AMERS.Q.FGI,"Americas, Gross Domestic Product Deflator, U.S. Dollar Basis, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 15 out of 44"
XRE@EMU11.Q.FGI,"Eurozone, 1999-2000, Real NIA Exports of Goods & Non-Factor Services, euro, Billions - Euro - 2015, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 11 out of 11"
SRTR%Q@EMG.Q.FGI,"Emerging Markets, Growth Rate, Real Retail Sales, Quarter-on-Quarter, SAAR, Percent Change, Unit - Percent change on previous period, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 23 out of 53"
XNETR$@EMUXG.Q.FGBA1,"Eurozone Excluding Greece, Real NIA Net Exports, US$, Billions - U.S. Dollar - 2015, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 18"
GDPP$@AMERS.Q.FGBA1,"Americas, Nominal Gross Domestic Product, PPP$, Billions - U.S. Dollar, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 2 out of 44"
CPI%@WEU.Q.FGI,"Western Europe, Consumer Price Index, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2019Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 20 out of 22"
GDPFR$@EG4.Q.FGBA1,"European Group of 4, Real GDP at Factor Cost, US$, Billions - U.S. Dollar - 2015, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 4"
IRXG$%Q@CEB.Q.FGI,"Central Europe and Balkans, Growth Rate: International Reserves Excluding Gold, US$, Quarter-on-Quarter SAAR Percent Change, Unit - Percent change on previous period, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 13 out of 19"
JSRTR%@AP.Q.FGI,"Asia-Pacific, Growth Rate, Real Retail Sales Index, LCU, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 11 out of 40"
PSHBPMG@OECD.Q.FGI,"OECD: Organization for Economic Cooperation and Development, BOP Goods Imports, % of GDP, Unit - Percentage, Data edge: NA, Data source: IHS Markit, Updated monthly: last update 18 November 2019 Countries in aggregate: 30 out of 32"
IRXG$%@DVG.Q.FGI,"Developing Countries, Growth Rate: International Reserves Excluding Gold, US$, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2017Q1, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 21 out of 119"
XNETE@WORXU.Q.FGI,"World Excluding USA, Nominal NIA Net Exports, euro, Billions - Euro, Data edge: 2015Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 101 out of 203"
GDDR$@WEU.Q.FGBA1,"Western Europe, Real Gross Domestic Demand (Absorption), US$, Billions - U.S. Dollar - 2015, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 22"
CUX$%@LA.Q.FGI,"Latin America, Growth Rate, Nominal Customs Clearance Exports: Total, Year-on-Year Percent Change, US$, Unit - Percent change year ago, Data edge: 2019Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 6 out of 19"
PSHBPXG@AMERS.Q.FGI,"Americas, BOP Goods Exports, % of GDP, Unit - Percentage, Data edge: NA, Data source: IHS Markit, Updated monthly: last update 18 November 2019 Countries in aggregate: 8 out of 44"
MBROAD$%@AS.Q.FGBA1,"Asia, Growth Rate, Broad Money Supply, Period End, Year-on-Year Percent Change, US$, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 1 out of 27"
XE%Q@AS.Q.FGI,"Asia, Nominal NIA Exports in Euros, Growth Rate, Quarter-on-Quarter, SAAR, Unit - Percent change on previous period, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 16 out of 27"
JNLF%@EUNXG.Q.FGBA1,"EU: European Union excluding U.K., Labor Force Chain-Weighted Index, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 27"
CUBAL$@EME.Q.FGI,"Emerging Europe, Nominal Customs Clearance Balance, US$, Billions - U.S. Dollar, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 4 out of 30"
M@APEC.Q.FGBA1,"Asia-Pacific Economic Cooperation, Nominal NIA Imports of Goods & Non-Factor Services, lcu, Unit - U.S. Dollar, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 21"
ME@OECD.Q.FGI,"OECD: Organization for Economic Cooperation and Development, Nominal NIA Imports of Goods & Non-Factor Services, euro, Billions - Euro, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 32 out of 32"
GCR%@APEC.Q.FGBA1,"Asia-Pacific Economic Cooperation, Real Government Consumption, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 21"
M1$%@WOROM.Q.FGBA1,"World Oil Importers, Growth Rate, Money Supply M1, Period End, Year-on-Year Percent Change, US$, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 6 out of 165"
IRXGD$@WOR.Q.FGBA1,"World, Change in international reserves excluding gold, Billions - U.S. Dollar, Data edge: 2019Q2, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 7 out of 204"
MRE@EUNXG.Q.FGI,"EU: European Union excluding U.K., Real NIA Imports of Goods & Non-Factor Services, euro, Billions - Euro - 2015, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 27 out of 27"
GDDR@WORHI.Q.FGBA1,"World High-Income (percapita income > $5000), Real Gross Domestic Demand (Absorption), lcu, Unit - U.S. Dollar - 2015, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 7 out of 65"
JSRT$%@EMU.Q.FGBA1,"Eurozone, Growth Rate, Nominal Retail Sales Index, US$, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 19"
CR$%@AMERS.Q.FGBA1,"Americas, Real $ Private Consumption, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 2 out of 44"
RX@G7.Q.FGI,"G7, Exchange Rate Index, Period Average (LCU per US$), Unit - Index, Data edge: 2019Q3, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 7 out of 7"
WPIE@WORHI.Q.FGBA1,"World High-Income (percapita income > $5000), Wholesale-Producer Price Index, euro basis, Unit - Index - 2015, Data edge: 2019Q2, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 7 out of 65"
GDPR%@WORHI.Q.FGBA1,"World High-Income (percapita income > $5000), Real GDP, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 7 out of 65"
XR%@APX3.Q.FGI,"Asia-Pacific Excluding Japan, China, India, Real NIA Exports of Goods & Non-Factor Services, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 15 out of 37"
IFR@MEA.Q.FGI,"Middle East & Africa, Real Fixed Investment, lcu, Unit - Index - 2015, Data edge: 2015Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 26 out of 68"
GDD$%@APAC.Q.FGBA1,"Asia-Pacific, Nominal Gross Domestic Demand in U.S. Dollars, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q2, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 1 out of 40"
WPIE@SEAS.Q.FGI,"South-East Asia, Wholesale-Producer Price Index, euro basis, Unit - Index - 2015, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 6 out of 11"
M1$%@APXC.Q.FGBA1,"Asia-Pacific Excluding China, Growth Rate, Money Supply M1, Period End, Year-on-Year Percent Change, US$, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 1 out of 39"
JRXRY@APXGC.Q.FGBA1,"Asia-Pacific Excluding Greater China, Real exchange rate with Japan (Japanese prices per local prices), Unit - Japanese Yen - 2015, Data edge: 2019Q2, Data source: IHS Markit, Cabinet Office of Japan, International Monetary Fund (IMF), Updated quarterly: last update 26 August 2019"
GDPR$%@WORHI.Q.FGBA1,"World High-Income (percapita income > $5000), Real $ GDP, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 7 out of 65"
GDPE%@WORXU.Q.FGBA1,"World Excluding USA, Nominal GDP in Euros, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 6 out of 203"
M1%@EMUXG.Q.FGBA1,"Eurozone Excluding Greece, Growth Rate, Money Supply M1, Period End, Year-on-Year Percent Change, lcu, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 18"
GDP@MENOM.Q.FGI,"Middle East and North Africa: Oil Importers, Nominal GDP (Gross Domestic Product), lcu, Unit - Index, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 4 out of 6"
GDDE@EURC.Q.FGBA1,"Europe + CIS (Commonwealth of Independent States), Nominal Gross Domestic Demand (Absorption), euro, Billions - Euro, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 52"
CUX$%@GULF.Q.FGI,"Persian Gulf Countries, Growth Rate, Nominal Customs Clearance Exports: Total, Year-on-Year Percent Change, US$, Unit - Percent change year ago, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 4 out of 8"
MR@ADVXU.Q.FGBA1,"Advanced Economies Excluding USA (ADVXU), Real NIA Imports of Goods & Non-Factor Services, lcu, Unit - Index - 2015, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 6 out of 31"
PX%@NAFXM.Q.FGBA1,"NAFTA Excluding Mexico, NIA Exports Deflator, Year-on-Year Percent Change, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 2 out of 2"
IFE@APEC.Q.FGBA1,"Asia-Pacific Economic Cooperation, Nominal Fixed Investment, euro, Billions - Euro, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 21"
GDDR$@EUR.Q.FGBA1,"Europe, Real Gross Domestic Demand (Absorption), US$, Billions - U.S. Dollar - 2015, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 41"
IRXGD$@EUNXG.Q.FGBA1,"EU: European Union excluding U.K., Change in international reserves excluding gold, Billions - U.S. Dollar, Data edge: 2019Q2, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 3 out of 27"
BPMG$%@EMU11.Q.FGI,"Eurozone, 1999-2000, BOP Goods Imports, US$, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q1, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 11 out of 11"
IFE@AS.Q.FGI,"Asia, Nominal Fixed Investment, euro, Billions - Euro, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 13 out of 27"
X$@EUN.Q.FGBA1,"EU: European Union, Nominal NIA Exports of Goods & Non-Factor Services, US$, Billions - U.S. Dollar, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 4 out of 28"
ME%Q@OECD.Q.FGI,"OECD: Organization for Economic Cooperation and Development, Nominal NIA Imports in Euros, Growth Rate, Quarter-on-Quarter, SAAR, Unit - Percent change on previous period, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 32 out of 32"
RMSPREAD@APXJ.Q.FGI,"Asia-Pacific Excluding Japan, Interest Rate Spread: Long-Term minus Short-Term, Unit - Percentage, Data edge: 2014Q1, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 14 out of 39"
GDP@CEB.Q.FGI,"Central Europe and Balkans, Nominal GDP (Gross Domestic Product), lcu, Unit - Index, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 13 out of 19"
XR%@EUR.Q.FGI,"Europe, Real NIA Exports of Goods & Non-Factor Services, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 33 out of 41"
IFR$@ADV.Q.FGBA1,"Advanced economies, Real Fixed Investment, US$, Billions - U.S. Dollar - 2015, Data edge: 2019Q1, Data source: IHS Markit, Updated quarterly: last update 26 August 2019 Countries in aggregate: 7 out of 32"
PM$@MENOM.Q.FGI,"Middle East and North Africa: Oil Importers, Deflator: NIA Imports of Goods & Non-Factor Services, US$, Unit - Index - 2015, Data edge: 2017Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 4 out of 6"
GDPRE@NAFXM.Q.FGI,"NAFTA Excluding Mexico, Real GDP (Gross Domestic Product), euro, Billions - Euro - 2015, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 2 out of 2"
XE%@EMUXG.Q.FGI,"Eurozone Excluding Greece, Nominal NIA Exports in Euros, Growth Rate, Year-on-Year, Unit - Percent change year ago, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 18 out of 18"
CPI@APXGC.Q.FGI,"Asia-Pacific Excluding Greater China, Consumer Price Index, Unit - Index - 2015, Data edge: 2018Q4, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 15 out of 36"
WPI$%Q@ADV.Q.FGI,"Advanced economies, Wholesale-Producer Price Index, US$ basis, Quarter-on-Quarter, SAAR, Percent Change, Unit - Percent change on previous period, Data edge: 2019Q2, Data source: IHS Markit, Updated monthly: last update 15 November 2019 Countries in aggregate: 30 out of 32"
